FOLIO,SEXO_ENCUESTADO,EDAD_ENCUESTADO,P1_5,P2_4,P2_5,P2_6_SUMA_SEMANALES_EST,P2_8,P2_10_F,P2_10_G,P2_13,P3_16,P3_17,P5_2_A_1,P5_2_B_1,P5_2_C_1,P5_2_D_1,P5_2_E_1,P5_3_A,P5_3_B,P5_3_C,P5_3_D,P5_3_E,P6_1_A,P6_1_B,P6_1_C,P6_1_D,P6_2,P6_3_HORAS,P6_3_MIN,P6_4,P6_5_HORAS,P6_5_MIN,P6_6,P6_7_HORAS,P6_7_MIN,P6_8_HORAS,P6_8_MIN,P6_12,P6_13,P6_14,P6_16,P6_18,P6_30_A_1,P6_30_A_2,P6_30_B_1,P6_30_B_2,P6_30_C_1,P6_30_C_2,P6_30_D_1,P6_30_D_2,P6_30_E_1,P6_30_E_2,P6_30_F_1,P6_30_F_2,P6_30_G_1,P6_30_G_2,P6_30_H_1,P6_30_H_2,O6_3,O6_5,O6_7,O6_8
5676.0,M,39,10,1,1,48,0,5,3,1,4,6,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0.0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0,0,4,1,0,3,1,2,1,5,3,1,1,5,2,7,4,7,4,7,1,0.0,0.0,0.0,14.0
5677.0,M,22,10,9,9,0,0,9,9,9,1,12,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0.0,0,0,0,0,0,7,0.0,20.0,6.0,0.0,1,1,1,2,3,3,1,2,2,7,1,1,1,4,1,7,3,7,2,5,1,0.0,0.0,2.333333333333333,42.0
5678.0,M,18,10,9,9,0,0,9,9,9,2,6,0,0,0,0,0,0,0,0,0,0,3,4,3,1,7.0,2,0,5,1,0,3,0.0,30.0,9.0,0.0,1,0,1,3,3,3,1,1,1,5,2,1,1,7,2,0,0,2,2,7,7,14.0,5.0,1.5,63.0
5679.0,M,40,10,9,9,0,0,9,9,9,2,7,1,1,0,1,1,0,0,0,0,0,4,4,4,4,0.0,0,0,7,3,0,7,2.0,0.0,2.0,0.0,0,1,2,1,0,7,2,3,1,7,3,2,1,7,2,0,0,7,5,7,6,0.0,21.0,14.0,14.0
5680.0,M,59,10,9,9,0,0,9,9,9,5,5,1,1,0,0,1,0,0,0,0,0,4,4,4,1,0.0,0,0,5,7,30,0,0.0,0.0,3.0,0.0,1,1,1,1,0,7,1,2,1,7,3,1,1,7,1,0,0,7,2,7,4,0.0,37.5,0.0,21.0
5681.0,H,61,10,9,9,0,0,9,9,9,2,5,0,0,0,0,1,0,0,1,0,1,2,4,4,4,0.0,0,0,0,0,0,2,0.0,30.0,5.0,0.0,0,0,4,1,0,7,1,0,0,2,1,0,0,0,0,7,5,7,2,0,0,0.0,0.0,1.0,35.0
5682.0,H,37,10,9,9,0,0,9,9,9,5,4,0,0,0,0,0,0,0,0,0,0,3,4,3,1,0.0,0,0,0,0,0,0,0.0,0.0,8.0,0.0,1,0,1,3,2,2,2,1,1,5,2,1,1,0,0,7,3,7,2,0,0,0.0,0.0,0.0,56.0
5683.0,M,68,10,9,9,0,0,9,9,9,1,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,7,1,0,0,0.0,0.0,2.0,0.0,0,0,4,1,0,7,1,2,1,7,1,1,1,7,1,0,0,7,2,7,5,0.0,7.0,0.0,14.0
5684.0,M,69,10,9,9,0,0,9,9,9,2,6,0,0,0,0,0,1,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,1,1.0,0.0,8.0,0.0,1,0,1,1,0,1,1,1,1,2,2,1,1,1,1,7,7,7,2,0,0,0.0,0.0,1.0,56.0
5685.0,H,56,10,9,9,0,0,9,9,9,4,7,1,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,10.0,0.0,0,0,4,2,3,7,3,1,2,7,7,1,1,7,3,1,4,0,0,7,2,0.0,0.0,0.0,70.0
5686.0,M,76,10,9,9,0,0,9,9,9,2,7,1,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,8.0,0.0,1,1,1,1,0,2,2,0,0,2,4,0,0,7,3,0,0,7,2,7,7,0.0,0.0,0.0,56.0
5687.0,H,72,10,9,9,0,0,9,9,9,2,8,1,1,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,8.0,0.0,0,0,4,1,0,7,6,1,1,7,4,1,2,7,5,1,1,7,3,7,4,0.0,0.0,0.0,56.0
5688.0,H,70,10,9,9,0,0,9,9,9,1,8,1,1,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,3,1,0,0,0.0,0.0,3.0,30.0,0,0,4,1,0,3,2,3,1,2,1,1,1,0,0,0,0,7,2,7,6,0.0,3.0,0.0,24.5
5689.0,H,58,10,1,5,70,2,2,2,3,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,8.0,0.0,0,0,4,1,0,7,5,2,4,2,3,1,1,7,3,7,8,7,3,7,8,0.0,0.0,0.0,56.0
5690.0,M,82,1,9,9,0,0,9,9,9,1,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,5.0,30.0,0,0,4,1,0,6,1,1,1,7,1,1,1,7,2,0,0,7,2,7,4,0.0,0.0,0.0,38.5
5691.0,M,45,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0.0,0,0,0,0,0,3,2.0,0.0,6.0,0.0,1,1,1,3,3,4,1,1,1,2,2,0,0,3,4,7,8,7,2,6,5,0.0,0.0,6.0,42.0
5692.0,M,66,1,9,9,0,0,9,9,9,2,8,1,0,0,0,1,1,0,0,0,1,4,4,4,4,0.0,0,0,0,0,0,7,5.0,0.0,1.0,0.0,0,0,4,1,0,4,1,1,1,3,1,1,1,3,1,7,1,7,2,7,4,0.0,0.0,35.0,7.0
5693.0,M,46,10,1,1,45,0,5,5,1,1,8,0,0,0,0,1,0,0,0,0,1,4,4,4,1,0.0,0,0,0,0,0,5,7.0,0.0,2.0,0.0,0,0,2,1,0,7,2,1,1,1,1,1,1,7,2,7,4,7,2,0,0,0.0,0.0,35.0,14.0
5694.0,M,50,10,1,1,40,0,4,4,1,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,0,0.0,0.0,8.0,0.0,0,0,4,1,0,3,3,1,1,2,2,0,0,3,3,2,2,7,7,7,7,0.0,0.0,0.0,56.0
5695.0,M,49,1,1,1,20,4,5,2,2,4,7,0,0,0,0,1,0,0,0,0,0,2,4,1,1,0.0,0,0,7,3,0,7,4.0,0.0,,,0,1,4,1,0,7,1,1,1,3,1,1,1,0,0,7,2,7,2,5,1,0.0,21.0,28.0,28.0
5696.0,M,30,4,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,3,0,20,7,0.0,15.0,2.0,0.0,0,0,2,2,1,7,2,1,1,7,3,1,1,7,7,7,2,7,3,7,7,0.0,1.0,1.75,14.0
5697.0,H,29,10,1,1,45,0,5,5,2,4,6,0,0,1,0,0,0,0,0,0,0,2,4,4,2,4.0,8,0,0,0,0,2,5.0,0.0,6.0,0.0,0,0,3,2,2,7,1,7,1,1,1,2,2,7,1,5,1,7,2,7,4,32.0,0.0,10.0,42.0
5698.0,M,32,1,1,1,28,4,5,5,1,2,7,0,0,0,0,0,0,0,0,0,0,2,4,3,3,0.0,0,0,7,8,0,7,2.0,0.0,2.0,0.0,0,1,3,2,6,7,1,0,0,5,2,2,1,2,1,7,4,5,1,5,1,0.0,56.0,14.0,14.0
5699.0,H,36,1,2,4,48,0,4,2,1,2,5,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5.0,1,0,2,4,0,7,1.0,0.0,4.0,0.0,0,1,4,4,5,7,1,3,1,2,2,1,1,7,1,4,2,7,2,7,4,5.0,8.0,7.0,28.0
5700.0,H,49,3,1,1,40,0,5,4,3,4,6,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,3,2,0,5,4.0,0.0,8.0,0.0,1,1,4,2,1,7,1,1,1,7,2,0,0,0,0,3,2,2,2,4,4,0.0,6.0,20.0,56.0
5701.0,H,53,10,1,1,45,0,5,5,3,2,6,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,1.0,0.0,5.0,0.0,0,0,2,2,1,5,1,1,1,3,1,0,0,0,0,4,1,7,3,7,3,0.0,0.0,7.0,35.0
5702.0,M,18,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,3,4,4,1,0.0,0,0,3,1,0,7,0.0,30.0,4.0,0.0,0,0,4,1,0,3,1,1,1,4,1,0,0,5,1,3,2,7,2,7,6,0.0,3.0,3.5,28.0
5703.0,M,23,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,3,4,4,1,0.0,0,0,2,1,0,6,0.0,30.0,4.0,0.0,0,0,4,1,0,4,1,1,1,3,1,0,0,4,1,3,2,7,3,7,4,0.0,2.0,3.0,28.0
5704.0,H,45,1,1,1,48,3,5,5,3,2,6,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6.0,0,30,6,0,30,7,1.0,0.0,5.0,0.0,0,0,4,2,2,7,1,2,1,7,2,1,1,0,0,5,2,7,4,7,4,3.0,3.0,7.0,35.0
5705.0,M,37,10,1,1,40,0,5,5,1,2,6,0,0,0,0,0,0,0,0,0,0,2,4,4,1,0.0,0,0,0,0,0,5,1.0,0.0,7.0,0.0,1,1,1,2,3,4,1,1,1,3,1,1,1,3,1,7,2,7,4,7,3,0.0,0.0,5.0,49.0
5706.0,H,70,3,9,9,0,0,9,9,9,2,9,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,5,1.0,0.0,3.0,0.0,0,0,4,1,0,5,2,1,2,7,2,0,0,7,2,5,3,7,6,7,2,0.0,0.0,5.0,21.0
5707.0,M,49,9,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0.0,0,0,0,0,0,7,2.0,0.0,3.0,0.0,0,0,4,1,0,7,2,1,2,5,2,0,0,1,2,6,4,7,7,7,2,0.0,0.0,14.0,21.0
5708.0,M,87,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,6.0,0.0,0,0,4,1,0,7,1,1,1,0,0,0,0,7,3,0,0,7,4,7,2,0.0,0.0,0.0,42.0
5709.0,M,72,10,9,9,0,0,9,9,9,2,8,1,0,0,0,0,1,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0,0,4,1,0,4,2,2,1,7,2,1,1,7,2,7,5,7,6,7,2,0.0,0.0,0.0,21.0
5710.0,M,47,10,1,1,40,0,5,5,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,5,2.0,0.0,2.0,0.0,1,0,1,1,0,7,2,1,1,7,2,0,0,7,3,7,4,7,4,7,2,0.0,0.0,10.0,14.0
5711.0,M,38,10,1,1,70,4,5,5,1,2,9,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,2,1.0,0.0,4.0,0.0,0,0,4,1,0,7,2,2,1,7,1,0,0,7,2,7,2,7,4,2,4,0.0,0.0,2.0,28.0
5712.0,H,51,10,1,1,30,1,5,5,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2.0,2,0,2,1,0,5,1.0,0.0,1.0,0.0,0,0,4,1,0,7,2,1,1,7,2,1,1,7,2,0,0,7,2,7,5,4.0,2.0,5.0,7.0
5713.0,H,26,10,1,1,48,0,5,2,2,2,8,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0.0,0,0,0,0,0,5,1.0,0.0,2.0,0.0,1,1,1,2,4,7,2,1,1,7,1,1,1,0,0,7,2,7,6,7,2,0.0,0.0,5.0,14.0
5714.0,H,51,10,1,1,55,2,5,5,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,6,3.0,0.0,2.0,0.0,0,0,4,2,2,7,2,1,1,7,2,1,1,7,3,7,2,7,4,7,2,0.0,0.0,18.0,14.0
5715.0,H,84,10,9,9,0,0,9,9,9,2,7,0,0,0,1,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,,,0,0,4,1,0,7,1,1,1,3,3,0,0,7,3,0,0,7,2,7,4,0.0,0.0,0.0,28.0
5716.0,H,58,10,1,1,45,0,5,4,2,2,7,0,0,0,0,0,1,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,2,0.0,15.0,3.0,20.0,0,0,4,2,2,5,2,3,2,3,1,2,1,4,1,2,2,7,4,7,4,0.0,0.0,0.5,23.333333333333336
5717.0,M,29,10,1,1,35,0,3,4,2,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,5,1.0,0.0,2.0,30.0,0,0,4,1,0,5,2,2,2,5,2,1,1,2,1,0,0,3,2,7,4,0.0,0.0,5.0,17.5
5718.0,H,35,10,1,1,25,1,4,4,2,2,6,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0.0,0,0,3,0,30,3,0.0,15.0,2.0,25.0,0,0,2,2,2,4,2,2,2,4,2,1,1,3,2,0,0,3,2,7,2,0.0,1.5,0.75,16.916666666666664
5719.0,H,52,1,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,2,0.0,15.0,4.0,0.0,0,0,2,1,0,4,1,1,1,2,1,1,1,2,2,4,2,7,4,7,3,0.0,0.0,0.5,28.0
5720.0,M,42,10,9,9,0,0,9,9,9,4,8,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0.0,0,0,0,0,0,7,1.0,45.0,2.0,0.0,1,1,1,1,0,7,1,2,1,7,1,1,1,7,1,2,2,7,2,7,5,0.0,0.0,12.25,14.0
5721.0,H,58,10,1,5,30,2,5,5,1,2,6,0,0,0,0,0,0,0,0,0,0,3,3,4,1,0.0,0,0,0,0,0,7,2.0,0.0,2.0,0.0,1,1,1,1,0,3,1,3,1,2,1,0,0,3,1,2,1,7,1,1,1,0.0,0.0,14.0,14.0
5722.0,H,18,1,9,9,0,0,9,9,9,2,9,0,0,0,0,0,0,0,0,0,0,3,4,4,1,0.0,0,0,7,3,24,0,0.0,0.0,,,0,1,2,3,5,7,3,1,1,3,2,1,1,7,2,4,7,7,2,7,3,0.0,23.8,0.0,28.0
5723.0,M,27,10,9,9,0,0,9,9,9,4,4,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0.0,0,0,7,1,0,7,2.0,0.0,1.0,0.0,0,0,4,1,0,4,1,1,1,3,1,1,1,2,1,1,2,5,1,7,6,0.0,7.0,14.0,7.0
5724.0,M,52,1,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,0,0.0,0.0,,,0,0,4,1,0,6,2,1,1,6,3,1,1,2,1,1,1,7,2,7,3,0.0,0.0,0.0,35.0
5725.0,H,40,4,1,1,40,0,9,4,3,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,1.0,1,0,0,0,0,2,1.0,0.0,6.0,0.0,0,0,4,3,3,7,2,2,1,2,1,2,1,7,1,3,2,7,1,7,3,1.0,0.0,2.0,42.0
5726.0,H,58,10,2,1,24,0,2,4,3,4,7,1,0,0,0,0,1,0,0,0,0,4,4,4,1,0.0,0,0,1,1,0,7,2.0,0.0,2.0,0.0,1,0,1,1,0,7,1,1,1,7,1,1,1,7,1,3,1,7,2,7,8,0.0,1.0,14.0,14.0
5727.0,M,53,10,1,1,30,0,4,4,2,2,5,1,1,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,5,1,0,3,1.0,0.0,4.0,0.0,0,0,4,2,2,7,1,1,1,4,1,1,1,3,1,0,0,7,1,7,6,0.0,5.0,3.0,28.0
5728.0,H,19,10,9,9,0,0,9,9,9,2,6,0,0,0,0,1,0,0,0,0,1,2,4,2,4,5.0,1,0,0,0,0,7,0.0,30.0,6.0,0.0,1,0,3,1,0,5,1,0,0,3,1,0,0,1,1,7,1,3,1,7,8,5.0,0.0,3.5,42.0
5729.0,H,62,10,1,3,42,2,5,5,3,2,8,1,1,0,0,0,0,0,0,0,0,4,4,4,1,7.0,0,0,7,0,0,7,3.0,30.0,7.0,0.0,0,0,2,1,0,7,2,2,1,7,1,1,1,7,2,7,3,7,2,7,8,0.0,0.0,24.5,49.0
5730.0,H,58,10,1,1,36,0,5,5,3,2,8,0,0,0,0,0,0,1,0,0,0,4,4,4,4,0.0,0,0,0,0,0,7,10.0,0.0,6.0,0.0,0,0,2,1,0,7,2,1,1,7,2,2,1,4,1,3,1,7,3,7,8,0.0,0.0,70.0,42.0
5731.0,H,59,10,1,1,36,0,5,5,3,2,8,0,0,0,0,0,1,1,0,0,0,4,4,4,4,1.0,3,0,1,1,0,7,10.0,0.0,2.0,0.0,0,0,2,1,0,7,2,1,1,7,1,1,1,7,1,7,3,3,1,7,1,3.0,1.0,70.0,14.0
5732.0,H,50,10,1,1,45,0,3,5,1,2,8,0,0,0,0,0,1,1,0,0,0,4,4,4,4,0.0,0,0,7,2,0,7,3.0,0.0,3.0,0.0,0,0,3,1,0,7,2,2,1,7,2,1,1,7,2,0,0,7,2,0,0,0.0,14.0,21.0,21.0
5733.0,M,54,4,1,4,84,4,3,5,1,1,6,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,1,0,0,7,10.0,0.0,1.0,0.0,0,0,4,2,1,7,2,2,1,7,2,1,1,7,1,1,2,7,2,7,1,0.0,0.0,70.0,7.0
5734.0,M,70,10,9,9,0,0,9,9,9,1,9,0,1,0,0,0,1,1,0,0,0,4,4,4,4,3.0,1,0,7,1,0,7,2.0,0.0,1.0,0.0,0,0,4,2,1,7,2,2,1,7,4,2,2,7,3,0,0,7,1,7,5,3.0,7.0,14.0,7.0
5735.0,M,70,10,9,9,0,0,9,9,9,1,5,1,0,0,0,0,0,0,0,0,0,4,4,4,4,3.0,1,0,0,0,0,2,1.0,0.0,2.0,2.0,0,0,4,1,0,2,2,3,2,7,3,7,3,7,2,0,0,7,2,7,3,3.0,0.0,2.0,14.233333333333333
5736.0,M,27,10,9,9,0,0,9,9,9,2,6,0,0,0,0,0,0,0,0,0,0,4,4,4,1,4.0,0,30,0,0,0,7,0.0,30.0,2.0,0.0,1,0,2,2,2,5,1,1,1,2,1,1,1,7,4,7,2,7,2,7,6,2.0,0.0,3.5,14.0
5737.0,M,31,10,1,1,40,0,5,5,3,2,8,0,0,0,0,0,0,0,0,0,0,3,4,4,1,0.0,0,0,0,0,0,3,2.0,0.0,1.0,0.0,0,0,4,1,0,5,2,1,1,7,2,1,1,7,2,7,4,7,4,7,2,0.0,0.0,6.0,7.0
5738.0,H,47,10,1,4,70,2,5,5,3,2,9,0,0,0,0,0,0,0,0,0,0,2,3,4,2,0.0,0,0,0,0,0,0,0.0,0.0,8.0,0.0,0,0,4,1,0,5,3,2,2,4,3,2,3,5,2,7,4,7,6,7,5,0.0,0.0,0.0,56.0
5739.0,M,53,10,1,1,63,4,5,5,3,2,7,0,0,0,0,0,1,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,4,0.0,0.0,2.0,0.0,0,0,4,1,0,7,2,1,1,4,1,1,1,5,1,7,4,7,5,7,1,0.0,0.0,0.0,14.0
5740.0,H,18,10,9,9,0,0,9,9,9,2,5,0,0,0,0,0,0,0,0,0,0,2,3,4,1,0.0,0,0,0,0,0,3,2.0,0.0,1.0,0.0,0,1,4,1,0,5,2,2,2,5,3,0,0,0,0,7,5,7,4,5,2,0.0,0.0,6.0,7.0
5741.0,M,33,10,1,3,60,1,3,4,1,3,6,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0.0,0,0,6,4,0,6,4.0,0.0,1.0,0.0,0,0,4,1,0,7,2,0,0,7,1,1,1,5,2,7,7,7,3,7,3,0.0,24.0,24.0,7.0
5742.0,M,57,1,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,2,4,2,1,2.0,1,0,2,1,30,4,2.0,0.0,3.0,10.0,0,0,4,1,0,7,2,0,0,5,1,1,1,0,0,0,0,0,0,7,5,2.0,3.0,8.0,22.166666666666664
5743.0,H,38,10,1,3,48,0,5,5,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,3,1,0,4,0.0,0.0,2.0,0.0,0,0,4,2,2,7,1,2,1,7,2,1,1,7,2,3,1,7,2,7,5,0.0,3.0,0.0,14.0
5744.0,M,56,10,1,1,40,0,5,1,3,2,7,1,0,0,0,0,1,0,0,0,0,4,4,4,4,0.0,0,0,7,5,0,0,0.0,0.0,2.0,0.0,0,0,4,1,0,7,1,2,1,6,1,1,1,3,1,5,2,7,2,7,6,0.0,35.0,0.0,14.0
5745.0,H,42,4,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,7,1,10,0,0.0,0.0,2.0,15.0,0,0,4,1,0,7,1,1,1,7,1,1,1,7,1,7,3,7,3,7,3,0.0,8.166666666666668,0.0,15.75
5746.0,M,43,10,1,1,40,0,5,5,3,1,6,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0.0,0,0,7,4,30,4,0.0,10.0,3.0,0.0,1,1,1,1,0,7,1,2,1,5,1,1,1,0,0,0,0,7,1,7,6,0.0,31.5,0.6666666666666666,21.0
5747.0,M,31,10,1,1,60,0,5,5,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,4,0.0,0.0,5.0,0.0,0,0,4,1,0,7,1,1,1,7,1,1,1,7,3,7,3,7,4,7,4,0.0,0.0,0.0,35.0
5748.0,M,63,10,9,9,0,0,9,9,9,4,5,1,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,0,0.0,0.0,,,0,0,4,1,0,4,4,1,1,7,5,0,0,3,1,7,3,7,1,7,2,0.0,0.0,0.0,28.0
5749.0,M,29,10,9,9,0,0,9,9,9,1,9,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2.0,1,0,0,0,0,0,0.0,0.0,5.0,22.0,0,1,4,1,0,2,1,1,1,1,1,0,0,7,3,2,8,7,2,7,4,2.0,0.0,0.0,37.56666666666666
5750.0,M,83,10,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,2,0.0,0,0,0,0,0,0,0.0,0.0,5.0,0.0,0,0,4,1,0,7,4,1,1,4,2,2,1,7,6,0,0,7,1,7,8,0.0,0.0,0.0,35.0
5751.0,M,53,10,9,9,0,0,9,9,9,2,9,0,0,0,0,0,0,1,0,0,0,4,4,4,1,0.0,0,0,0,0,0,3,1.0,0.0,4.0,0.0,0,0,3,1,0,7,1,2,1,5,2,1,1,3,2,7,2,7,2,7,3,0.0,0.0,3.0,28.0
5752.0,M,15,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,1,2,0,3,1.0,0.0,3.0,20.0,0,0,4,1,0,7,1,1,1,7,2,1,1,7,1,7,1,7,2,7,6,0.0,2.0,3.0,23.333333333333336
5753.0,H,24,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,1,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,3,0.0,30.0,,,0,1,4,1,0,3,1,2,1,3,3,1,1,7,1,7,2,7,2,7,8,0.0,0.0,1.5,28.0
5754.0,M,15,10,9,9,0,0,9,9,9,1,10,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0.0,0,0,3,1,0,7,0.0,15.0,4.0,0.0,0,0,3,1,0,3,1,1,1,7,2,1,1,7,1,2,2,7,1,7,5,0.0,3.0,1.75,28.0
5755.0,H,38,10,1,5,84,2,1,1,3,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,1,2.0,1,0,7,0,0,7,1.0,30.0,2.0,0.0,0,0,4,3,2,7,2,2,1,3,2,1,1,2,2,7,4,7,3,7,4,2.0,0.0,10.5,14.0
5756.0,H,22,10,9,9,0,0,9,9,9,2,8,0,0,0,0,0,0,1,0,0,0,3,4,4,2,2.0,2,0,2,1,0,7,3.0,0.0,6.0,0.0,0,0,4,2,2,7,2,1,1,7,2,0,0,7,3,2,1,7,2,7,6,4.0,2.0,21.0,42.0
5757.0,M,48,10,3,1,44,3,5,5,1,2,6,1,1,0,0,0,0,1,0,0,0,4,4,4,1,3.0,0,30,0,0,0,7,1.0,30.0,4.0,0.0,1,0,1,1,0,7,1,3,1,4,1,2,1,7,1,1,1,7,3,7,5,1.5,0.0,10.5,28.0
5758.0,M,60,10,9,9,0,0,9,9,9,2,7,0,1,0,0,0,1,1,0,0,0,4,4,4,4,0.0,0,0,0,0,0,2,1.0,10.0,1.0,0.0,0,0,4,1,0,7,2,0,0,7,2,0,0,7,1,0,0,7,1,7,6,0.0,0.0,2.3333333333333335,7.0
5759.0,M,36,10,2,1,40,0,5,4,3,1,10,0,1,0,0,0,1,1,0,0,0,4,3,3,4,0.0,0,0,0,0,0,5,2.0,30.0,5.0,0.0,1,0,1,3,4,5,1,1,1,2,1,0,0,5,1,5,2,7,3,5,2,0.0,0.0,12.5,35.0
5760.0,M,39,10,1,1,48,0,5,5,9,2,8,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0.0,0,0,0,0,0,4,0.0,0.0,5.0,0.0,0,0,4,1,0,5,2,0,0,7,1,0,0,7,2,5,2,7,2,7,2,0.0,0.0,0.0,35.0
5761.0,H,60,10,1,1,40,0,5,5,3,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,1,1,1,2,1,7,1,1,1,7,1,1,1,7,2,2,2,7,4,7,5,0.0,0.0,0.0,28.0
5762.0,H,56,10,1,4,48,1,4,5,2,2,8,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6.0,1,0,6,1,0,6,1.0,0.0,2.0,0.0,1,0,1,2,2,7,1,1,1,7,2,1,1,7,2,2,2,7,2,7,3,6.0,6.0,6.0,14.0
5763.0,M,37,10,1,1,45,0,5,5,2,4,5,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,7,0.0,30.0,5.0,0.0,1,0,1,1,0,7,4,1,1,7,5,3,4,7,6,1,1,7,5,7,8,0.0,0.0,3.5,35.0
5764.0,H,45,1,9,9,0,0,9,9,9,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,1,2.0,4,0,5,2,10,5,1.0,45.0,2.0,0.0,0,0,4,1,0,4,1,1,1,2,1,1,1,3,1,4,1,7,2,7,4,8.0,10.833333333333332,8.75,14.0
5765.0,H,76,10,9,9,0,0,9,9,9,2,5,1,1,1,1,0,0,0,0,0,0,4,4,4,4,0.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,4,1,0,7,1,1,1,3,1,1,1,1,1,0,0,7,1,7,7,0.0,0.0,0.0,7.0
5766.0,M,53,10,9,9,0,0,9,9,9,2,7,1,0,0,0,0,0,0,0,0,0,4,4,4,1,0.0,0,0,0,0,0,6,0.0,30.0,4.0,0.0,0,0,4,1,0,7,1,1,1,5,2,1,1,2,1,3,1,7,2,7,5,0.0,0.0,3.0,28.0
